date,title,short_opening,url,label,sentiment
2025-08-19,Sen. Lindsey Graham says Trump ready to __rush_ Russian economy if Putin avoids talks with Zelenskyy,Graham says Trump will impose harsh sanctions if Putin refuses peace talks with Zelenskyy.,https://apnews.com/article/russia-sanctions-ukraine-trump-zelenskyy-war-negotiations-d94711651ab5b96f7b771c1fb3af1179,Russia-Related Rhetoric,neutral
2025-01-10,Zelenskyy meets US Defence Secretary Austin in Germany,Zelenskyy and Austin urge continued U.S. military support for Ukraine.,https://apnews.com/video/lloyd-austin-volodymyr-zelenskyy-ukraine-government-vladimir-putin-austin-zelenskyy-a563dac1eb044541a599754b03b9c4b3,Aid Policies,neutral
2025-10-17,Zelenskyy says Trump now has __omentum_ to stop Russia-Ukraine war,Zelenskyy says Trump now has momentum needed to help end the war.,https://apnews.com/video/zelenskyy-says-trump-now-has-momentum-to-stop-russia-ukraine-war-a1b5e62d58634e3a8a91f9b84f3f4cb3,Diplomatic Engagementss,neutral
2025-10-23,"Zelenskyy meets with Macron, Merz and other EU leaders on sidelines of Brussels summit",Zelenskyy held several bilateral meetings at the EU summit in Brussels.,https://apnews.com/video/zelenskyy-meets-with-macron-merz-and-other-eu-leaders-on-sidelines-of-brussels-summit-5912b79ebfd5401c88684c87dcad3fc0,Aid Policies,neutral
2025-10-24,Zelenskyy meets King Charles at Windsor Castle,Zelenskyy met King Charles to discuss European security commitments.,https://apnews.com/video/zelenskyy-meets-king-charles-at-windsor-castle-0dde6a5ab14f4af7ae7c26a274bd11d7,Diplomatic Engagementss,neutral
2025-09-23,Zelenskyy laments Security Council inaction over Russian aggression,Zelenskyy criticizes UN inaction as Russia escalates attacks.,https://apnews.com/video/zelenskyy-laments-security-council-inaction-over-russian-aggression-15f8f16a130f42a78c22fc0d7ecd0109,Russia-Related Rhetoric,negative
2025-11-16,Greece and Ukraine sign a US gas supply deal as Zelenskyy visits Athens,Ukraine signs deal to import U.S. natural gas via Greece.,https://apnews.com/video/greece-and-ukraine-sign-a-us-gas-supply-deal-as-zelenskyy-visits-athens-f0f89f9f069d4dffafd8d1d030222174,Aid Policies,neutral
2025-11-19,Ukrainian President Zelenskyy meets Turkish President Erdogan in Ankara in search of diplomatic support,Zelenskyy seeks Turkish diplomatic backing against Russia.,https://apnews.com/video/ukrainian-president-zelenskyy-meets-turkish-president-erdogan-in-ankara-in-search-of-diplomatic-support-5fb377274228407f8017940724779d33,Diplomatic Engagementss,neutral
2025-08-18,Zelenskyy__ attire comes up for the second time in the Oval Office,Zelenskyy wears a suit on return to the White House after past criticism.,https://apnews.com/video/zelenskyys-attire-comes-up-for-the-second-time-in-the-oval-office-2fcb45aaf1d2470aadac6a742a897b0d,Media Representation,positive
2025-10-14,Zelenskyy says there is __omentum_ for peace in Ukraine after Gaza ceasefire,Zelenskyy praises Trump__ role in securing Gaza ceasefire and sees momentum for peace.,https://apnews.com/video/zelenskyy-says-there-is-momentum-for-peace-in-ukraine-after-gaza-ceasefire-47a4f1f7a22a4bc1beae3ef2c665ef4a,Diplomatic Engagementss,positive
2025-07-09,Ukraine__ Zelenskyy meets with Pope Leo XIV. Both propose the Vatican as site for peace talks,Zelenskyy and Pope Leo XIV discuss Vatican-hosted peace talks.,https://apnews.com/article/vatican-pope-leo-zelenskyy-children-taken-ukraine-cb1437b87d9970d0642648152979fcd0,Diplomatic Engagementss,neutral
2025-07-17,Zelenskyy appoints a new prime minister for a war-weary Ukraine,Zelenskyy appoints negotiator Yuliia Svyrydenko as new prime minister.,https://apnews.com/article/russia-ukraine-war-government-reshuffle-zelenskyy-svyrydenko-c64ec1fd2475ad85c6a54a50c63076eb,Domestic Governance,neutral
2025-07-24,"Zelenskyy moves to restore independence of Ukraine anti-graft agencies after protests, EU criticism",Zelenskyy introduces a bill to restore anti-corruption agency independence.,https://apnews.com/article/russia-ukraine-war-corruption-protests-zelenskyy-law-6766134c963f0423d88c2ac1749f8c11,Domestic Governance,positive
2025-06-19,Zelenskyy calls for more pressure on Russia after deadly missile strike in Ukrainian capital Kyiv,Zelenskyy urges greater international pressure after a Russian missile strike killed 23 in Kyiv.,https://apnews.com/article/ukraine-zelenskyy-war-russia-missile-strike-91245843b6ef6f191313686458676b82,Russia-Related Rhetoric,neutral
2025-09-24,Macron and Zelenskyy hold bilateral meeting at the United Nations,Macron and Zelenskyy met on the sidelines of the UN General Assembly.,https://apnews.com/video/macron-and-zelensky-hold-bilateral-meeting-at-the-united-nations-d25c943c7c194a0eb1b0c65a9ffb20ee,Diplomatic Engagementss,neutral
2025-10-21,Zelenskyy reiterates the country__ readiness for ceasefire along the current frontlines,Zelenskyy says Ukraine is ready for a ceasefire along existing lines.,https://apnews.com/video/zelenskyy-reiterates-the-countrys-readiness-for-ceasefire-along-the-current-frontlines-e2634556a9f14ff2b0efb07386bc9056,Media Representation,neutral
2025-08-24,Zelenskyy prays with first lady on Ukraine__ independence day,Zelenskyy joined a prayer service marking Ukraine__ 34th Independence Day.,https://apnews.com/video/zelenskyy-prays-with-first-lady-on-ukraines-independence-day-777128d7829245e695513d36619f39d5,Media Representation,neutral
2025-10-03,Zelenskyy meets European leaders in Copenhagen at 7th European Political Community Summit,Zelenskyy met with several European leaders during the EPC summit.,https://apnews.com/video/zelenskyy-meets-european-leaders-in-copenhagen-at-7th-european-political-community-summit-5f36428095924e1d9d68b33812b5af72,Diplomatic Engagementss,neutral
2025-10-16,Zelenskyy arrives in US to meet with Trump,Zelenskyy arrived in the U.S. for talks on long-range weapons.,https://apnews.com/video/zelenskyy-arrives-in-us-to-meet-with-trump-492c6dfe49a34c69a0f68d443bca0111,Aid Policies,neutral
2025-06-26,Zelenskyy approves plans on special tribunal to prosecute Russian leaders over Ukraine,Ukraine approved plans for a special tribunal to prosecute Russian leadership.,https://apnews.com/article/ukraine-russia-tribunal-zelenskyy-eaa224303d17a52e73c954b6ce612aae,Russia-Related Rhetoric,neutral
2025-10-22,Zelenskyy and Kristersson watch Swedish fighter jets perform as countries agree deal on Gripen planes,Zelenskyy and Sweden showcased fighter jets in a Gripen cooperation deal.,https://apnews.com/video/zelenskyy-and-kristersson-watch-swedish-fighter-jets-perform-as-countries-agree-deal-on-gripen-planes-9e719bb2d70b483e8ef80b45fd9e5fb9,Aid Policies,neutral
2025-10-17,Zelenskyy meets representatives of defense companies and energy sector during US visit,Zelenskyy thanked Raytheon for Patriot support during U.S. meetings.,https://apnews.com/video/zelenskyy-meets-representatives-of-defense-companies-and-energy-sector-during-us-visit-cebb60a5a4ce452b87ad2ba469acc6d3,Media Representation,neutral
2025-07-17,"Ukraine to boost domestic arms production to counter Russia__ invasion, says Zelenskyy",Ukraine aims to meet half its military needs with domestic production within months.,https://apnews.com/article/russia-ukraine-war-weapons-patriots-zelenskyy-146ada6ec9ee16d23fc9a6ef1a8039ef,Economic Structure,neutral
2025-09-23,Zelenskyy holds a meeting with the President of Switzerland Karin Keller-Sutter on the sidelines of UNGA,Zelenskyy met Switzerland__ president during the UNGA.,https://apnews.com/video/zelenskyy-holds-a-meeting-with-the-president-of-switzerland-karin-kellersutter-on-the-sidelines-of-unga-80faba9a6f3b49ae81ce9dfab0e8f3b0,Diplomatic Engagementss,neutral
2025-08-18,"Zelenskyy arrives at White House, meeting with Trump and European leaders.",Zelenskyy was welcomed at the West Wing by Trump ahead of meetings.,https://apnews.com/video/zelenskyy-arrives-at-white-house-meeting-with-trump-and-european-leaders-77855e091de942028c277d8c622471a1,Diplomatic Engagementss,neutral
2025-06-14,Zelenskyy warns oil price surge could help Russia__ war effort,Zelenskyy says higher global oil prices will increase Russia__ wartime income.,https://apnews.com/article/russia-ukraine-war-iran-israel-zelenskyy-ba2a52ce82897f16f76f52d4b8e53b34,Russia-Related Rhetoric,neutral
2025-10-16,Expert says Russia-Ukraine war ceasefire __nlikely_ as Trump set to meet Zelenskyy,Analysts say a ceasefire remains unlikely before Trump__elenskyy talks.,https://apnews.com/video/expert-says-russia-ukraine-war-ceasefire-unlikely-as-trump-set-to-meet-zelenskyy-5004e56b78bc449b9d8950ba6ef5ca6b,Diplomatic Engagementss,neutral
2025-05-13,Zelenskyy says he will be waiting for Putin in Ankara for talks,Zelenskyy says he is ready to meet Putin in Ankara to negotiate an end to the war.,https://apnews.com/article/russia-ukraine-war-putin-zelenskyy-istanbul-b4a256f946ce892d6b2a7dfb0f3fba5b,Diplomatic Engagementss,neutral
2025-06-21,"Ukraine received at least 20 bodies of Russian soldiers in recent exchanges, Zelenskyy says",Ukraine received at least 20 Russian bodies in recent exchanges.,https://apnews.com/article/russia-ukraine-war-dead-soldiers-zelenskyy-3fe949eb4f050e6ef53b8eae7da0ef6c,Humanitarian Crisis,neutral
2025-07-22,Zelenskyy renews offer to meet with Putin as officials say Russian attacks kill a child in Ukraine,Zelenskyy renewed his offer for direct talks with Putin.,https://apnews.com/article/russia-ukraine-war-drones-peace-talks-a430896831b7bf527d36bf036c02c460,Diplomatic Engagementss,neutral
2025-10-24,Starmer and Zelenskyy deliver statements during Coalition of the Willing meeting in London,Keir Starmer and Volodymyr Zelenskyy delivered statements after a __oalition of the Willing_ meeting in London.,https://apnews.com/video/starmer-and-zelenskyy-deliver-statements-during-coalition-of-the-willing-meeting-in-london-8c6fca5d25634a4a93af62e85bef15ea,Diplomatic Engagementss,neutral
2025-08-19,Zelenskyy thanks Trump multiple times during meeting,Zelenskyy repeatedly thanked Trump during their meeting after past criticism from J.D. Vance.,https://apnews.com/video/zelenskyy-thanks-trump-multiple-times-during-meeting-a92f99b6805e4513b349ad5200784726,Diplomatic Engagementss,neutral
2025-09-24,Zelenskyy to the UN: __e are now living through the most destructive arms race in history_,Zelenskyy warned world leaders about a dangerous global arms race.,https://apnews.com/video/zelenskyy-to-the-un-we-are-now-living-through-the-most-destructive-arms-race-in-history-9288b49fd3fd488582e780abf4ff1f2d,Russia-Related Rhetoric,neutral
2025-08-23,Zelenskyy takes part in ceremony marking Ukraine__ national flag day,Zelenskyy participated in a ceremony marking Ukraine__ national flag day in Kyiv.,https://apnews.com/video/zelenskyy-takes-part-in-ceremony-marking-ukraines-national-flag-day-6413fd1dad1e47d29361373fc163472a,Media Representation,neutral
2025-06-25,Trump meets with Zelenskyy and says higher NATO defense spending may deter future Russian aggression,Trump said NATO defense spending increases may deter future Russian aggression.,https://apnews.com/article/nato-ukraine-summit-zelenskyy-trump-2e95a3f3426d9037b7d1a89765f55a82,Russia-Related Rhetoric,neutral
2025-04-24,Zelenskyy says he__ cutting short a visit to South Africa after Russian attacks on Kyiv,Zelenskyy cut short his South Africa visit due to a major Russian attack on Kyiv.,https://apnews.com/article/zelenskyy-ukraine-russia-war-trump-south-africa-aac31e008039b3afbd45ed9fe482e3fa,Military Operations,neutral
2025-07-25,Ukraine__ Zelenskyy says defenses are holding firm against Russia__ summer push,Zelenskyy said Ukraine__ forces are holding back Russia__ summer offensive.,https://apnews.com/article/russia-ukraine-war-zelenskyy-front-line-e69e6b1a6ce4b6cc02b6899d945ddeab,Military Operations,neutral
2025-08-14,Zelenskyy meets Starmer in London ahead of Trump-Putin summit,Zelenskyy met UK PM Starmer a day before the Trump__utin summit.,https://apnews.com/video/zelenskyy-meets-starmer-in-london-ahead-of-trump-putin-summit-4e7e358e674b488da39e8be46a8478cd,Diplomatic Engagementss,neutral
2025-06-16,Ukraine__ Zelenskyy wins non-military backing from Austria,Zelenskyy won non-military support from Austria one day before a G7 visit.,https://apnews.com/article/zelenskyy-bellen-stocker-austria-ukraine-russia-nehammer-b34378ff9e1dee50d84c952955e609a7,Diplomatic Engagementss,positive
2025-08-28,Zelenskyy says Russia__ bombardment of Kyiv shows Putin wants to continue war,Zelenskyy said Russia's massive bombardment shows Putin wants to continue the war.,https://apnews.com/video/zelenskyy-says-russias-bombardment-of-kyiv-shows-putin-wants-to-continue-war-8b6f423dcb364333bee4789c8a87b8fc,Russia-Related Rhetoric,neutral
2025-09-05,Zelenskyy tells forum Ukraine is preparing strength to pressure Russia towards peace,Zelenskyy said Ukraine is building a new multi-domain security system to pressure Russia toward peace.,https://apnews.com/video/zelenskyy-tells-forum-ukraine-is-preparing-strength-to-pressure-russia-towards-peace-091e1c4c20fa425cb5f094a661bfddf8,Diplomatic Engagementss,neutral
2025-08-24,"__e are strong and not alone,_ says Zelenskyy as Ukraine marks independence day",Zelenskyy said Ukraine is strong and supported as it marked independence day.,https://apnews.com/video/we-are-strong-and-not-alone-says-zelenskyy-as-ukraine-marks-independence-day-3d2c33f3774443e5bfd4fdcca9c9df39,Media Representation,neutral
2025-08-29,Zelenskyy visits latest missile attack site in Kyiv,Zelenskyy visited the site of a missile attack that killed several civilians.,https://apnews.com/video/zelenskyy-visits-site-of-the-latest-missile-attack-in-ukrainian-capital-kyiv-4f8ebdc60a424512be02da24a410bf93,Media Representation,neutral
2025-08-17,Zelenskyy visits EU headquarters ahead of Washington summit,Zelenskyy met with EU Commission President von der Leyen ahead of a summit.,https://apnews.com/video/zelenskyy-visits-eu-headquarters-ahead-of-washington-summit-4be76aa2b26b441e8803be5417495c46,Diplomatic Engagementss,neutral
2025-08-18,"__ changed, you did not_: Zelenskyy replies to reporter who asked about his suit",Zelenskyy joked with a reporter about changing from his usual attire.,https://apnews.com/video/zelenskyys-attire-comes-up-second-time-in-oval-office-d0a28f901ac849da847f56ecae6ea608,Media Representation,positive
2025-05-12,Zelenskyy hopes for ceasefire with Russia and challenges Putin to meet him in Turkey,Zelenskyy challenged Putin to personally attend ceasefire talks in Turkey.,https://apnews.com/article/russia-ukraine-war-ceasefire-2b3d2fad88436c5406ea63f81ac554ef,Diplomatic Engagementss,neutral
2025-08-14,Zelenskyy arrives meets with UK PM Keir Starmer in London; pair ignore reporters_ questions,UK Prime Minister Keir Starmer welcomed Ukrainian President Volodymyr Zelenskyy in London ahead of a major U.S.__ussia summit.,https://apnews.com/video/zelenskyy-arrives-meets-with-uk-pm-keir-starmer-in-london-pair-ignore-reporters-questions-6a4d46da46e945a680f206581d28c71b,Diplomatic Engagementss,neutral
2025-08-18,Zelenskyy signals openness to three-way meeting with Trump and Putin,"Zelenskyy said Trump will try to organize a trilateral meeting between Ukraine, Russia and the United States.",https://apnews.com/video/zelenskyy-signals-openness-to-three-way-meeting-with-trump-and-putin-5178939250ee4e74a2a9d61d3d25600b,Diplomatic Engagementss,positive
2025-04-20,Zelenskyy says Russia is trying to create an __mpression of a ceasefire_ as attacks continue,Zelenskyy accused Russia of attacking immediately after declaring an Easter __ruce._,https://apnews.com/article/russia-ukraine-easter-ceasefire-zelenskyy-putin-attacks-934e5c2a493be32b605ddb84d955b34b,Russia-Related Rhetoric,neutral
2025-08-07,Zelenskyy says Ukraine should take part in US negotiations with Russia,Zelenskyy says Ukraine must be included in any US__ussia peace discussions.,https://apnews.com/video/zelenskyy-says-ukraine-should-take-part-in-us-negotations-with-russia-173f5469db264786957c53641ba40d18,Diplomatic Engagementss,neutral
2025-03-01,Zelenskyy embraced by British prime minister a day after White House blowout,The UK reaffirmed support for Ukraine one day after Zelenskyy__ contentious meeting with Trump.,https://apnews.com/article/zelenskyy-starmer-uk-british-white-house-trump-a05e6ec1c37aabdbb5067d8ce87d6d1e,Diplomatic Engagementss,positive
2025-08-13,Zelenskyy arrives in Berlin to speak to allies ahead of Trump-Putin summit,Zelenskyy and German leaders prepared coordinated positions ahead of a Trump-Putin summit.,https://apnews.com/video/zelenskyy-arrives-in-berlin-to-speak-to-allies-ahead-of-trump-putin-summit-3f59e0e4a87f4a82a40ab0f477a1b153,Diplomatic Engagementss,neutral
2025-04-24,Trump says Zelenskyy is prolonging war by resisting calls to cede Crimea to Russia,Trump criticized Zelenskyy for refusing to hand Crimea to Russia in peace proposals.,https://apnews.com/article/russia-ukraine-war-peace-talks-london-4f35dc70f521e2363218f4c40748caba,Diplomatic Engagementss,negative
2025-08-19,Zelenskyy thanks Trump multiple times during meeting,Zelenskyy publicly expressed gratitude to Trump after past tensions.,https://apnews.com/video/zelenskyy-thanks-trump-multiple-times-during-meeting-d559b5dd75bc428da5e6f2379472c83e,Media Representation,positive
2025-08-18,Zelenskyy signals openness to three-way meeting with Trump and Putin,Zelenskyy said a trilateral negotiation may be possible.,https://apnews.com/video/zelenskyy-signals-openness-to-three-way-meeting-with-trump-and-putin-4b25249826104d09a35ead9c29896878,Diplomatic Engagements,positive
2025-04-22,Zelenskyy pushes back on ceding Ukrainian land in potential peace deal ahead of London talks,Zelenskyy rejected surrendering Ukrainian territory as part of peace conditions.,https://apnews.com/article/russia-ukraine-war-drone-attack-peace-talks-be98e85000b8e0f24a2d7ada71f3861d,Diplomatic Engagements,neutral
2025-08-02,Zelenskyy visits site of deadly Russian attack on Kyiv which killed 31 people,Zelenskyy visited the aftermath of a major missile/drone attack in Kyiv.,https://apnews.com/video/zelenskyy-visits-site-of-deadly-russian-attack-on-kyiv-which-killed-31-people-beddd6096a5f4cf4a468969d38eb6393,Media Representation,neutral
2025-08-09,"Zelenskyy rejects formally ceding territory, says Kyiv must be part of negotiations",Zelenskyy insisted Kyiv must participate in any negotiations.,https://apnews.com/video/zelenskyy-rejects-formally-ceding-ukrainian-territory-says-kyiv-must-be-part-of-any-negotiations-5ded6552583145aea95756c582b83edf,Diplomatic Engagements,neutral
2025-08-18,Ukraine__ Zelenskyy arrives at White House to meet Trump on ending Russia__ war,Zelenskyy arrived with a large European delegation for peace talks.,https://apnews.com/video/ukraines-zelenskyy-arrives-at-white-house-to-meet-trump-on-ending-russias-war-ae5ebc91ab964e6fb9921a90acbee41a,Diplomatic Engagements,neutral
2025-08-18,European leaders arrive at the White House for talks with Trump and Zelenskyy,European leaders joined Zelenskyy and Trump for peace meetings.,https://apnews.com/video/european-leaders-arrive-at-the-white-house-for-talks-with-trump-and-zelenskyy-on-the-ukraine-war-5a384a7734134f1db2464a62817ca7aa,Diplomatic Engagements,neutral
2025-07-21,"New round of Russia-Ukraine peace talks set for Wednesday, Zelenskyy says",Zelenskyy said Ukraine and Russia would hold another round of peace talks on Wednesday.,https://apnews.com/video/new-round-of-russia-ukraine-peace-talks-set-for-wednesday-zelenskyy-says-63f46abef1ef450f80bc93a6c2867710,Diplomatic Engagements,neutral
2025-08-12,Zelenskyy tells youth forum Putin and Trump cannot agree on anything without Ukraine present,Zelenskyy told a youth forum that Trump and Putin cannot decide anything about Ukraine without Ukraine being present.,https://apnews.com/video/zelenskyy-tells-youth-forum-putin-and-trump-cannot-agree-on-anything-without-ukraine-present-7a81afb29f6541fbaff715c30556b184,Diplomatic Engagements,neutral
2025-08-18,Italian PM meets Zelenskyy and other European leaders ahead of Trump summit,Italy__ Prime Minister met Zelenskyy and European leaders in Washington before a Trump__utin summit.,https://apnews.com/video/italian-pm-meets-zelenskyy-and-other-european-leaders-ahead-of-trump-summit-4d6cc17d6feb4a709b89ee1d9eaab98c,Diplomatic Engagements,neutral
2025-07-20,Zelenskyy says Ukraine proposed to Russia to hold next round of talks next week,Zelenskyy said Ukraine proposed to Russia to resume peace talks next week.,https://apnews.com/video/zelenskyy-says-ukraine-proposed-to-russia-to-hold-next-round-of-talks-next-week-720441f714ea4daba976890c252e05bb,Diplomatic Engagements,neutral
2025-07-14,Zelenskyy meets with US envoy Kellogg as US pledges more Patriot missiles to Ukraine,Zelenskyy met U.S. envoy Kellogg as Washington prepared to send more Patriot systems.,https://apnews.com/video/zelenskyy-meets-with-us-envoy-kellogg-as-us-pledges-more-patriot-missiles-to-ukraine-b5956bbcb8a5418eb8d944c90edb1b6a,Diplomatic Engagements,neutral
2025-09-11,"Zelenskyy meets US envoy Kellogg in Kyiv, on day after Russian drone incursion in Poland",Zelenskyy met the U.S. envoy after a Russian drone entered Polish airspace.,https://apnews.com/video/zelenskyy-meets-us-envoy-kellogg-in-kyiv-on-day-after-russian-drone-incursion-in-poland-1e1eddddc9d142aeb1f2f07d4bfc0f7a,Diplomatic Engagements,neutral
2025-08-18,"Zelenskyy, Trump express hope for trilateral talks with Putin to bring end to Russia-Ukraine war",Trump and Zelenskyy expressed hope for trilateral talks with Putin to end the war.,https://apnews.com/video/zelenskyy-trump-express-hope-for-trilateral-talks-with-putin-to-bring-end-to-russia-ukraine-war-a2a779cb51dc4305a93ce18189b51c61,Diplomatic Engagements,neutral
2025-08-18,"Zelenskyy, Trump express hope for trilateral talks with Putin to bring end to Russia-Ukraine war",Trump and Zelenskyy repeated hope for three-way talks aimed at ending the conflict.,https://apnews.com/video/zelenskyy-trump-express-hope-for-trilateral-talks-with-putin-to-bring-end-to-russia-ukraine-war-a13d5e8e60024c0e88a7817a2528a0da,Diplomatic Engagements,neutral
2025-02-14,Zelenskyy to Vance: Ukraine wants __ecurity guarantees_ as Trump seeks to end Ukraine-Russia war,Zelenskyy said Ukraine needs firm security guarantees before peace talks.,https://apnews.com/article/vance-rubio-munich-security-conference-ukraine-ab2d7379aaf6ca224cc51e1f9ade9edf,Diplomatic Engagements,neutral
2025-04-09,Ukraine__ Zelenskyy says 2 Chinese men were caught fighting alongside Russia,Zelenskyy said Ukraine captured two Chinese men fighting for Russia.,https://apnews.com/article/russia-ukraine-war-captured-chinese-141294997b4c63c67f978121db645244,Military Operations,neutral
